,index_x,index_y
290,9846,1498
291,7871,1498
292,8200,1498
293,7220,1498
294,7723,1498
295,9628,1498
296,17841,1498
297,6970,1498
298,10965,1498
299,16441,1498
300,14893,1498
301,16242,1498
302,12889,1498
303,17251,1498
304,15964,1498
305,9358,1498
306,10108,1498
307,9002,1498
308,11118,1498
309,10807,1498
310,16033,1498
311,14835,1498
312,10906,1498
313,2029,618
314,2030,618
315,11870,618
316,11871,618
317,11685,618
318,16662,618
319,10229,618
320,10239,618
321,13605,618
322,6171,618
323,17218,618
324,12225,618
325,18291,618
326,16802,618
327,14771,618
328,16367,618
329,13426,618
330,11960,618
331,11072,618
332,10636,618
333,13527,618
334,15921,618
335,11272,618
336,5915,618
337,8242,618
338,11451,618
339,18789,618
340,6660,618
341,3516,618
342,4331,618
343,12137,618
344,1435,618
345,13826,618
346,13525,618
347,13526,618
348,2959,618
349,12496,618
350,17963,618
351,14707,618
352,9736,618
353,10492,618
354,10493,618
355,11721,618
356,10217,618
357,15851,618
358,362,618
359,13933,618
360,5441,618
361,17801,618
362,17694,618
363,5597,618
364,13649,618
365,2786,618
366,16353,618
367,12821,618
368,9246,618
369,17337,618
370,16437,618
371,18055,618
372,5782,618
373,4929,618
374,15318,618
375,4825,618
376,17005,618
377,11398,618
378,4960,618
379,19203,618
380,7633,618
381,16880,618
382,3750,618
383,2950,618
384,17561,618
385,302,618
386,303,618
387,17880,618
388,6410,618
389,7781,618
390,10297,618
391,11948,618
392,17102,618
393,4433,618
394,4434,618
395,12463,618
396,18949,618
397,7910,618
398,11057,618
399,9893,618
400,11199,618
401,10130,618
402,7626,618
403,7511,618
404,16432,618
405,9096,618
406,17633,618
407,3672,618
408,10793,618
409,19672,618
410,14990,618
411,18899,618
412,4192,618
413,7107,618
414,8046,618
415,17785,618
416,18049,618
417,17158,618
418,10350,618
419,13238,618
420,13239,618
421,10455,618
422,17370,618
423,18492,618
424,12982,618
425,11092,618
426,5594,618
427,9629,618
428,848,618
429,15494,618
430,17001,618
431,12592,618
432,6928,618
433,6929,618
434,8248,618
435,17170,618
436,19282,618
437,15897,618
438,6970,618
439,10965,618
440,16441,618
441,14893,618
442,6496,618
443,19274,618
444,7935,618
445,2029,3738
446,2030,3738
447,12138,3738
448,13605,3738
449,15197,3738
450,13426,3738
451,11960,3738
452,11072,3738
453,6660,3738
454,13826,3738
455,13525,3738
456,13526,3738
457,12496,3738
458,10492,3738
459,10493,3738
460,11721,3738
461,15851,3738
462,9907,3738
463,13933,3738
464,5597,3738
465,15342,3738
466,9246,3738
467,16437,3738
468,5403,3738
469,4929,3738
470,15318,3738
471,11398,3738
472,4960,3738
473,7633,3738
474,2950,3738
475,7781,3738
476,3165,3738
477,879,3738
478,7107,3738
479,13238,3738
480,13239,3738
481,12982,3738
482,11092,3738
483,9629,3738
484,15494,3738
485,12508,3738
486,15897,3738
487,15941,3738
488,11059,3738
489,2029,6597
490,2030,6597
491,14091,6597
492,13605,6597
493,15805,6597
494,7862,6597
495,5192,6597
496,15197,6597
497,13426,6597
498,14625,6597
499,11960,6597
500,11072,6597
501,13527,6597
502,7441,6597
503,6660,6597
504,3516,6597
505,12308,6597
506,7416,6597
507,7417,6597
508,4331,6597
509,13826,6597
510,15755,6597
511,15756,6597
512,13525,6597
513,13526,6597
514,13497,6597
515,5726,6597
516,13242,6597
517,12496,6597
518,13816,6597
519,13817,6597
520,13428,6597
521,9736,6597
522,10492,6597
523,10493,6597
524,11721,6597
525,15137,6597
526,15851,6597
527,9907,6597
528,10864,6597
529,12708,6597
530,13933,6597
531,5441,6597
532,5597,6597
533,14163,6597
534,1865,6597
535,13649,6597
536,15225,6597
537,5403,6597
538,5782,6597
539,15372,6597
540,4929,6597
541,15318,6597
542,3822,6597
543,11398,6597
544,1461,6597
545,4960,6597
546,7633,6597
547,3750,6597
548,2950,6597
549,302,6597
550,303,6597
551,13531,6597
552,6410,6597
553,7781,6597
554,10297,6597
555,9786,6597
556,9073,6597
557,11057,6597
558,13835,6597
559,7626,6597
560,13148,6597
561,14008,6597
562,10793,6597
563,3165,6597
564,6013,6597
565,879,6597
566,13301,6597
567,13938,6597
568,12204,6597
569,7107,6597
570,14827,6597
571,14828,6597
572,14422,6597
573,14845,6597
574,3025,6597
575,13238,6597
576,13239,6597
577,5880,6597
578,14089,6597
579,12982,6597
580,5594,6597
581,3445,6597
582,2690,6597
583,9629,6597
584,14230,6597
585,15494,6597
586,3122,6597
587,3123,6597
588,6928,6597
589,6929,6597
590,12508,6597
591,8385,6597
592,15161,6597
593,15897,6597
594,1184,6597
595,7871,6597
596,9628,6597
597,11471,6597
598,11059,6597
599,6298,6597
600,14893,6597
601,16242,6597
602,12889,6597
603,15964,6597
604,9358,6597
605,10108,6597
606,13621,6597
607,14835,6597
608,10906,6597
609,2029,7578
610,2030,7578
611,12138,7578
612,13605,7578
613,15805,7578
614,15197,7578
615,13426,7578
616,11960,7578
617,11072,7578
618,13527,7578
619,7441,7578
620,6660,7578
621,3516,7578
622,4331,7578
623,13826,7578
624,15755,7578
625,15756,7578
626,13525,7578
627,13526,7578
628,13242,7578
629,12496,7578
630,13816,7578
631,13817,7578
632,9736,7578
633,10492,7578
634,10493,7578
635,11721,7578
636,10217,7578
637,15851,7578
638,9907,7578
639,10864,7578
640,12708,7578
641,13933,7578
642,5441,7578
643,5597,7578
644,14163,7578
645,13649,7578
646,5403,7578
647,5782,7578
648,15372,7578
649,4929,7578
650,15318,7578
651,11398,7578
652,4960,7578
653,7633,7578
654,3750,7578
655,2950,7578
656,302,7578
657,303,7578
658,13531,7578
659,6410,7578
660,7781,7578
661,11057,7578
662,13835,7578
663,13148,7578
664,14008,7578
665,10793,7578
666,3165,7578
667,6013,7578
668,879,7578
669,13301,7578
670,13938,7578
671,7107,7578
672,14845,7578
673,13238,7578
674,13239,7578
675,5880,7578
676,12982,7578
677,11092,7578
678,993,7578
679,5594,7578
680,9629,7578
681,848,7578
682,15494,7578
683,15897,7578
684,9628,7578
685,15941,7578
686,11471,7578
687,1825,7578
688,6298,7578
689,16242,7578
690,12889,7578
691,15964,7578
692,5055,7578
693,2652,7578
694,14835,7578
695,2029,6344
696,2030,6344
697,12138,6344
698,13605,6344
699,15805,6344
700,3059,6344
701,5192,6344
702,15197,6344
703,14625,6344
704,11960,6344
705,11072,6344
706,13527,6344
707,6660,6344
708,3516,6344
709,12308,6344
710,13826,6344
711,15755,6344
712,15756,6344
713,13242,6344
714,12496,6344
715,2659,6344
716,13428,6344
717,9736,6344
718,10492,6344
719,10493,6344
720,11721,6344
721,15137,6344
722,15851,6344
723,9907,6344
724,10864,6344
725,12708,6344
726,13933,6344
727,5441,6344
728,5597,6344
729,14163,6344
730,1865,6344
731,13649,6344
732,16437,6344
733,5403,6344
734,5782,6344
735,15372,6344
736,4929,6344
737,15318,6344
738,11398,6344
739,1461,6344
740,4960,6344
741,7633,6344
742,3750,6344
743,302,6344
744,303,6344
745,13531,6344
746,6410,6344
747,7781,6344
748,10297,6344
749,9786,6344
750,13835,6344
751,13148,6344
752,14008,6344
753,10793,6344
754,3165,6344
755,6013,6344
756,879,6344
757,13301,6344
758,13938,6344
759,12204,6344
760,7107,6344
761,14422,6344
762,14845,6344
763,13238,6344
764,13239,6344
765,5880,6344
766,14089,6344
767,12982,6344
768,993,6344
769,5594,6344
770,3445,6344
771,9629,6344
772,14230,6344
773,15494,6344
774,3122,6344
775,3123,6344
776,12508,6344
777,15161,6344
778,15897,6344
779,1184,6344
780,9628,6344
781,14893,6344
782,16242,6344
783,12889,6344
784,15964,6344
785,9358,6344
786,10108,6344
787,14835,6344
788,10906,6344
789,2029,5424
790,2030,5424
791,11685,5424
792,13605,5424
793,6171,5424
794,15805,5424
795,11960,5424
796,11072,5424
797,13527,5424
798,7441,5424
799,6660,5424
800,12137,5424
801,10492,5424
802,10493,5424
803,11721,5424
804,13933,5424
805,15225,5424
806,5782,5424
807,6410,5424
808,10297,5424
809,11948,5424
810,11199,5424
811,10130,5424
812,7626,5424
813,10455,5424
814,286,5424
815,5594,5424
816,2029,8274
817,2030,8274
818,13605,8274
819,15805,8274
820,13362,8274
821,13426,8274
822,11960,8274
823,11072,8274
824,13527,8274
825,14583,8274
826,6660,8274
827,10492,8274
828,10493,8274
829,11721,8274
830,10217,8274
831,13933,8274
832,15225,8274
833,5782,8274
834,2950,8274
835,6410,8274
836,879,8274
837,5594,8274
838,848,8274
839,11668,8274
840,2652,8274
841,2029,180
842,2030,180
843,12138,180
844,11685,180
845,14091,180
846,10080,180
847,10229,180
848,10239,180
849,13605,180
850,6171,180
851,15805,180
852,3059,180
853,17218,180
854,21,180
855,12225,180
856,18291,180
857,16802,180
858,14771,180
859,7614,180
860,16367,180
861,15197,180
862,13426,180
863,11960,180
864,11072,180
865,15921,180
866,11272,180
867,10212,180
868,17448,180
869,8242,180
870,11451,180
871,18789,180
872,6660,180
873,16312,180
874,3516,180
875,12308,180
876,4331,180
877,12137,180
878,13826,180
879,15755,180
880,15756,180
881,13525,180
882,13526,180
883,13497,180
884,18408,180
885,2959,180
886,14680,180
887,13242,180
888,12496,180
889,967,180
890,17963,180
891,14707,180
892,2659,180
893,16871,180
894,13816,180
895,13817,180
896,13428,180
897,9736,180
898,10492,180
899,10493,180
900,11721,180
901,15137,180
902,15851,180
903,9907,180
904,10864,180
905,362,180
906,12708,180
907,13933,180
908,5441,180
909,17801,180
910,17694,180
911,5597,180
912,14163,180
913,15342,180
914,1865,180
915,13649,180
916,10358,180
917,2786,180
918,16353,180
919,12821,180
920,18275,180
921,9246,180
922,17424,180
923,17337,180
924,16437,180
925,18055,180
926,5403,180
927,15372,180
928,4929,180
929,15318,180
930,2586,180
931,2587,180
932,4825,180
933,11398,180
934,1461,180
935,4960,180
936,17202,180
937,19203,180
938,18892,180
939,7633,180
940,18878,180
941,19258,180
942,16880,180
943,19340,180
944,3750,180
945,2950,180
946,302,180
947,303,180
948,2923,180
949,2924,180
950,13531,180
951,17880,180
952,6410,180
953,7781,180
954,18688,180
955,10297,180
956,11948,180
957,17102,180
958,18999,180
959,4433,180
960,4434,180
961,14005,180
962,14006,180
963,3001,180
964,3002,180
965,9786,180
966,12463,180
967,18949,180
968,7910,180
969,11057,180
970,11199,180
971,13835,180
972,16728,180
973,16729,180
974,10168,180
975,7511,180
976,16432,180
977,18210,180
978,13148,180
979,9096,180
980,14008,180
981,3672,180
982,10793,180
983,19672,180
984,3165,180
985,6013,180
986,14990,180
987,13938,180
988,12204,180
989,7107,180
990,17716,180
991,14422,180
992,14845,180
993,17158,180
994,10350,180
995,47,180
996,48,180
997,13238,180
998,13239,180
999,8756,180
1000,14089,180
1001,18492,180
1002,12982,180
1003,11092,180
1004,993,180
1005,5594,180
1006,7295,180
1007,9629,180
1008,848,180
1009,14230,180
1010,15494,180
1011,17001,180
1012,12592,180
1013,3085,180
1014,10,180
1015,11,180
1016,12508,180
1017,8385,180
1018,8248,180
1019,17170,180
1020,15161,180
1021,11707,180
1022,15897,180
1023,9846,180
1024,8200,180
1025,7220,180
1026,7723,180
1027,9628,180
1028,15941,180
1029,11471,180
1030,17841,180
1031,14453,180
1032,6970,180
1033,10965,180
1034,16441,180
1035,11059,180
1036,3077,180
1037,16872,180
1038,14893,180
1039,16242,180
1040,12889,180
1041,6496,180
1042,17251,180
1043,15964,180
1044,5055,180
1045,10108,180
1046,9002,180
1047,10807,180
1048,16033,180
1049,14835,180
1050,10906,180
1051,2029,8105
1052,2030,8105
1053,12138,8105
1054,13605,8105
1055,15805,8105
1056,3059,8105
1057,13362,8105
1058,5192,8105
1059,15197,8105
1060,14625,8105
1061,11960,8105
1062,11072,8105
1063,13527,8105
1064,1251,8105
1065,7441,8105
1066,6660,8105
1067,3516,8105
1068,12308,8105
1069,9507,8105
1070,4331,8105
1071,13826,8105
1072,15755,8105
1073,15756,8105
1074,13525,8105
1075,13526,8105
1076,13497,8105
1077,13242,8105
1078,12496,8105
1079,13816,8105
1080,13817,8105
1081,13428,8105
1082,9736,8105
1083,10492,8105
1084,10493,8105
1085,11721,8105
1086,15137,8105
1087,15851,8105
1088,9907,8105
1089,10864,8105
1090,12708,8105
1091,13933,8105
1092,5441,8105
1093,5597,8105
1094,14163,8105
1095,1865,8105
1096,13649,8105
1097,5403,8105
1098,5782,8105
1099,15372,8105
1100,4929,8105
1101,15318,8105
1102,11398,8105
1103,1461,8105
1104,4960,8105
1105,7633,8105
1106,3750,8105
1107,302,8105
1108,303,8105
1109,13531,8105
1110,6410,8105
1111,7781,8105
1112,10297,8105
1113,9786,8105
1114,13835,8105
1115,13148,8105
1116,14008,8105
1117,10793,8105
1118,3165,8105
1119,6013,8105
1120,13301,8105
1121,13938,8105
1122,7107,8105
1123,14827,8105
1124,14828,8105
1125,14422,8105
1126,14845,8105
1127,13238,8105
1128,13239,8105
1129,5880,8105
1130,14089,8105
1131,12982,8105
1132,11092,8105
1133,993,8105
1134,3445,8105
1135,2690,8105
1136,9629,8105
1137,848,8105
1138,14230,8105
1139,15494,8105
1140,3122,8105
1141,3123,8105
1142,12508,8105
1143,15161,8105
1144,15897,8105
1145,1184,8105
1146,9628,8105
1147,11471,8105
1148,6298,8105
1149,14893,8105
1150,16242,8105
1151,12889,8105
1152,15964,8105
1153,9358,8105
1154,10108,8105
1155,14835,8105
1156,10906,8105
1157,2029,4944
1158,2030,4944
1159,11870,4944
1160,11871,4944
1161,12138,4944
1162,11685,4944
1163,13605,4944
1164,6171,4944
1165,15805,4944
1166,7862,4944
1167,3059,4944
1168,5192,4944
1169,15197,4944
1170,13426,4944
1171,14625,4944
1172,11072,4944
1173,10636,4944
1174,13527,4944
1175,7441,4944
1176,6660,4944
1177,3516,4944
1178,12308,4944
1179,7416,4944
1180,7417,4944
1181,4331,4944
1182,12137,4944
1183,1435,4944
1184,13826,4944
1185,15755,4944
1186,15756,4944
1187,13525,4944
1188,13526,4944
1189,13497,4944
1190,5726,4944
1191,13242,4944
1192,12496,4944
1193,967,4944
1194,13816,4944
1195,13817,4944
1196,13428,4944
1197,9736,4944
1198,10492,4944
1199,10493,4944
1200,11721,4944
1201,15137,4944
1202,15851,4944
1203,11661,4944
1204,9907,4944
1205,10864,4944
1206,12708,4944
1207,13933,4944
1208,5441,4944
1209,5597,4944
1210,14163,4944
1211,1865,4944
1212,13649,4944
1213,16215,4944
1214,9246,4944
1215,15225,4944
1216,5403,4944
1217,5782,4944
1218,15372,4944
1219,4929,4944
1220,15318,4944
1221,3822,4944
1222,11398,4944
1223,1461,4944
1224,4960,4944
1225,7633,4944
1226,3750,4944
1227,302,4944
1228,303,4944
1229,13531,4944
1230,6410,4944
1231,7781,4944
1232,10297,4944
1233,8342,4944
1234,9786,4944
1235,9073,4944
1236,13005,4944
1237,9893,4944
1238,11199,4944
1239,13835,4944
1240,10130,4944
1241,7626,4944
1242,13148,4944
1243,14008,4944
1244,10793,4944
1245,3165,4944
1246,6013,4944
1247,879,4944
1248,13301,4944
1249,13938,4944
1250,12204,4944
1251,7107,4944
1252,14827,4944
1253,14828,4944
1254,14422,4944
1255,14845,4944
1256,3025,4944
1257,13238,4944
1258,13239,4944
1259,10455,4944
1260,5880,4944
1261,14089,4944
1262,12982,4944
1263,993,4944
1264,5594,4944
1265,3445,4944
1266,2690,4944
1267,9629,4944
1268,14230,4944
1269,15494,4944
1270,3122,4944
1271,3123,4944
1272,6928,4944
1273,6929,4944
1274,11668,4944
1275,12508,4944
1276,8385,4944
1277,15161,4944
1278,15897,4944
1279,1184,4944
1280,7871,4944
1281,9628,4944
1282,11471,4944
1283,1825,4944
1284,11059,4944
1285,6298,4944
1286,14893,4944
1287,16242,4944
1288,12889,4944
1289,10108,4944
1290,11566,4944
1291,13621,4944
1292,7935,4944
1293,8873,4944
1294,14835,4944
1295,10906,4944
1296,2029,5904
1297,2030,5904
1298,12138,5904
1299,13605,5904
1300,15805,5904
1301,7862,5904
1302,13362,5904
1303,5192,5904
1304,14771,5904
1305,15197,5904
1306,13426,5904
1307,14625,5904
1308,11960,5904
1309,11072,5904
1310,8242,5904
1311,6660,5904
1312,3516,5904
1313,12308,5904
1314,7416,5904
1315,7417,5904
1316,4331,5904
1317,13826,5904
1318,15755,5904
1319,15756,5904
1320,13525,5904
1321,13526,5904
1322,13497,5904
1323,12496,5904
1324,2659,5904
1325,13816,5904
1326,13817,5904
1327,10492,5904
1328,10493,5904
1329,11721,5904
1330,15137,5904
1331,3938,5904
1332,15851,5904
1333,9907,5904
1334,10864,5904
1335,12708,5904
1336,13933,5904
1337,5597,5904
1338,14163,5904
1339,15342,5904
1340,1865,5904
1341,16215,5904
1342,9246,5904
1343,15225,5904
1344,16437,5904
1345,5403,5904
1346,15372,5904
1347,4929,5904
1348,15318,5904
1349,11398,5904
1350,1461,5904
1351,4960,5904
1352,13531,5904
1353,6410,5904
1354,7781,5904
1355,10297,5904
1356,9786,5904
1357,9073,5904
1358,13835,5904
1359,13148,5904
1360,14008,5904
1361,3165,5904
1362,6013,5904
1363,879,5904
1364,13301,5904
1365,13938,5904
1366,12204,5904
1367,7107,5904
1368,14827,5904
1369,14828,5904
1370,14422,5904
1371,14845,5904
1372,3025,5904
1373,10058,5904
1374,13238,5904
1375,13239,5904
1376,5880,5904
1377,14089,5904
1378,12982,5904
1379,993,5904
1380,5594,5904
1381,3445,5904
1382,2690,5904
1383,9629,5904
1384,848,5904
1385,14230,5904
1386,15494,5904
1387,3122,5904
1388,3123,5904
1389,11668,5904
1390,12508,5904
1391,8385,5904
1392,15161,5904
1393,11707,5904
1394,15897,5904
1395,7871,5904
1396,9628,5904
1397,15941,5904
1398,11059,5904
1399,3077,5904
1400,14893,5904
1401,16242,5904
1402,12889,5904
1403,15964,5904
1404,10108,5904
1405,11566,5904
1406,13621,5904
1407,447,5904
1408,14835,5904
1409,10906,5904
1410,2029,7597
1411,2030,7597
1412,13605,7597
1413,15805,7597
1414,15197,7597
1415,11960,7597
1416,7441,7597
1417,6660,7597
1418,10451,7597
1419,3516,7597
1420,15755,7597
1421,15756,7597
1422,12496,7597
1423,10492,7597
1424,10493,7597
1425,9907,7597
1426,12708,7597
1427,13933,7597
1428,1865,7597
1429,15372,7597
1430,4929,7597
1431,15318,7597
1432,11398,7597
1433,4960,7597
1434,6410,7597
1435,7781,7597
1436,13148,7597
1437,3165,7597
1438,13938,7597
1439,14845,7597
1440,12982,7597
1441,993,7597
1442,9629,7597
1443,15494,7597
1444,3122,7597
1445,3123,7597
1446,12508,7597
1447,15897,7597
1448,15941,7597
1449,12889,7597
1450,15964,7597
1451,2652,7597
1452,14835,7597
1453,2029,1905
1454,2030,1905
1455,12138,1905
1456,14091,1905
1457,10239,1905
1458,13605,1905
1459,13426,1905
1460,11960,1905
1461,11072,1905
1462,11272,1905
1463,7441,1905
1464,6660,1905
1465,3516,1905
1466,4331,1905
1467,12496,1905
1468,10492,1905
1469,10493,1905
1470,11721,1905
1471,15851,1905
1472,13933,1905
1473,5597,1905
1474,9246,1905
1475,16437,1905
1476,4929,1905
1477,15318,1905
1478,11398,1905
1479,4960,1905
1480,7633,1905
1481,2950,1905
1482,6410,1905
1483,7781,1905
1484,14990,1905
1485,7107,1905
1486,13238,1905
1487,13239,1905
1488,12982,1905
1489,11092,1905
1490,9629,1905
1491,848,1905
1492,15494,1905
1493,15897,1905
1494,10965,1905
1495,16441,1905
1496,3077,1905
1497,2029,3775
1498,2030,3775
1499,13605,3775
1500,15805,3775
1501,15197,3775
1502,13426,3775
1503,11960,3775
1504,11072,3775
1505,7441,3775
1506,6660,3775
1507,3516,3775
1508,15755,3775
1509,15756,3775
1510,12496,3775
1511,13816,3775
1512,13817,3775
1513,10492,3775
1514,10493,3775
1515,9907,3775
1516,12708,3775
1517,13933,3775
1518,5597,3775
1519,1865,3775
1520,16437,3775
1521,15372,3775
1522,4929,3775
1523,15318,3775
1524,11398,3775
1525,4960,3775
1526,6410,3775
1527,7781,3775
1528,13148,3775
1529,3165,3775
1530,13301,3775
1531,13938,3775
1532,7107,3775
1533,14845,3775
1534,13238,3775
1535,13239,3775
1536,5880,3775
1537,12982,3775
1538,993,3775
1539,15494,3775
1540,3122,3775
1541,3123,3775
1542,12508,3775
1543,15897,3775
1544,12889,3775
1545,15964,3775
1546,2652,3775
1547,14835,3775
1548,2029,3177
1549,2030,3177
1550,12138,3177
1551,13605,3177
1552,11960,3177
1553,11072,3177
1554,13527,3177
1555,7441,3177
1556,6660,3177
1557,10492,3177
1558,10493,3177
1559,11721,3177
1560,13933,3177
1561,15225,3177
1562,302,3177
1563,303,3177
1564,6410,3177
1565,14727,3177
1566,14728,3177
1567,13238,3177
1568,13239,3177
1569,5594,3177
1570,2029,1
1571,2030,1
1572,11870,1
1573,11871,1
1574,12138,1
1575,11685,1
1576,9728,1
1577,10627,1
1578,1129,1
1579,768,1
1580,2518,1
1581,9894,1
1582,16662,1
1583,18725,1
1584,3969,1
1585,8462,1
1586,4185,1
1587,19064,1
1588,6755,1
1589,19240,1
1590,4181,1
1591,14091,1
1592,10080,1
1593,2621,1
1594,2622,1
1595,10229,1
1596,4216,1
1597,3173,1
1598,10239,1
1599,4179,1
1600,13605,1
1601,17474,1
1602,19094,1
1603,8016,1
1604,8225,1
1605,6171,1
1606,437,1
1607,18478,1
1608,18837,1
1609,650,1
1610,2650,1
1611,14149,1
1612,7862,1
1613,406,1
1614,3059,1
1615,12465,1
1616,8570,1
1617,17218,1
1618,9296,1
1619,18994,1
1620,1634,1
1621,11114,1
1622,13362,1
1623,12225,1
1624,19254,1
1625,2401,1
1626,546,1
1627,5192,1
1628,18291,1
1629,12699,1
1630,14014,1
1631,3799,1
1632,14787,1
1633,353,1
1634,16802,1
1635,18056,1
1636,5903,1
1637,9366,1
1638,10123,1
1639,10181,1
1640,14771,1
1641,7614,1
1642,14606,1
1643,16367,1
1644,4182,1
1645,15197,1
1646,13426,1
1647,14625,1
1648,910,1
1649,219,1
1650,1916,1
1651,5619,1
1652,12792,1
1653,11960,1
1654,11072,1
1655,10636,1
1656,13527,1
1657,14583,1
1658,2800,1
1659,13951,1
1660,4346,1
1661,16360,1
1662,1696,1
1663,7569,1
1664,17490,1
1665,6088,1
1666,17227,1
1667,7641,1
1668,6973,1
1669,15921,1
1670,16885,1
1671,1251,1
1672,18980,1
1673,18981,1
1674,11272,1
1675,10212,1
1676,5915,1
1677,17448,1
1678,15277,1
1679,8242,1
1680,44,1
1681,7441,1
1682,11451,1
1683,7499,1
1684,691,1
1685,14048,1
1686,8192,1
1687,10759,1
1688,834,1
1689,9443,1
1690,8827,1
1691,18789,1
1692,4931,1
1693,6857,1
1694,18691,1
1695,1311,1
1696,6603,1
1697,2182,1
1698,798,1
1699,6660,1
1700,4187,1
1701,2501,1
1702,16312,1
1703,10451,1
1704,3516,1
1705,12308,1
1706,9507,1
1707,4599,1
1708,4600,1
1709,2224,1
1710,7416,1
1711,7417,1
1712,4331,1
1713,2454,1
1714,2455,1
1715,14735,1
1716,12137,1
1717,1435,1
1718,4208,1
1719,13826,1
1720,9758,1
1721,9759,1
1722,13525,1
1723,13526,1
1724,13497,1
1725,1190,1
1726,7462,1
1727,5334,1
